,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Pres_avg,Precipitation,Date
468,45.9,45.9,100,8.9,29.4,0,14-04-2002
469,47.6,47.5,99.5,4.1,29.6,0,15-04-2002
470,50.4,48.8,94.7,4.6,29.7,0,16-04-2002
471,56.7,54.2,91.6,8.2,29.7,0,17-04-2002
472,60.3,52.4,76.8,5.8,29.8,0,18-04-2002
473,59.5,51.3,76.8,11.1,29.6,0,19-04-2002
474,48.9,33.2,58.2,12.4,29.8,0,20-04-2002
475,37.5,21.3,51.9,9.9,29.9,0,21-04-2002
476,35.5,21.3,78.7,15.8,29.3,0,22-04-2002
477,41.8,25.2,53.3,9.3,29.9,0,23-04-2002
478,43.7,23.8,60.7,8.3,29.9,0,24-04-2002
479,43.6,31.2,72.7,15.2,29.1,0,25-04-2002
480,39.2,24.3,63.4,11.8,29.9,0,26-04-2002
481,41.1,25.9,55.9,8.6,30,0,27-04-2002
482,39.2,35.8,92.9,25.7,29.1,0,28-04-2002
483,39.2,20.9,72.2,10.6,29.5,0,29-04-2002
484,45.3,31.9,71.8,12.7,29.5,0,30-04-2002
485,45.9,27.4,66.4,9.6,29.6,0,01-05-2002
486,44.4,41.8,91.5,15.7,29.3,0,02-05-2002
487,42.9,21.3,66.7,17.7,29.6,0,03-05-2002
488,46.4,31.4,68.4,5.5,30,0,04-05-2002
489,49.5,39.5,69.2,5.8,29.9,0,05-05-2002
490,53.1,47.6,82.5,6.2,29.7,0,06-05-2002
491,52.7,50.2,92.5,6,28.6,0,07-05-2002
492,45.2,30.4,68.5,16.5,29.9,0,08-05-2002
493,50.4,48.3,93.3,11.4,29.4,0,09-05-2002
494,52,31.7,52.1,22.2,29.8,0,10-05-2002
495,46.4,29.7,64,7.5,30.1,0,11-05-2002
496,45.1,43.4,93.3,18.3,29.4,0,12-05-2002
497,46.8,44.3,90,9.4,29.5,0,13-05-2002
498,44.8,38,80,17,29.3,0,14-05-2002
499,50.6,38.8,65,11.1,29.7,0,15-05-2002
500,51.5,49.4,92.7,9.7,28.5,0,16-05-2002
501,47.7,37.5,71.1,10,28.8,0,17-05-2002
502,44.7,24.7,53.7,11.8,29.7,0,18-05-2002
503,42.9,24.9,58.2,9,29.9,0,19-05-2002
504,42.2,27.7,60.5,8.3,30,0,20-05-2002
505,48,26.5,54.5,10.4,30,0,21-05-2002
506,48.2,38,72.2,10.3,30,0,22-05-2002
507,51.4,43.2,74.1,8.7,29.8,0,23-05-2002
508,56.7,45.9,72.6,11.1,29.6,0,24-05-2002
509,46.6,33.5,66.8,16.5,29.8,0,25-05-2002
510,49.9,44,80.4,9.2,29.8,0,26-05-2002
511,53.1,44.3,73.7,4.5,29.9,0,27-05-2002
512,59.7,45.8,62.3,5.4,29.9,0,28-05-2002
513,61,53.8,78.3,7.9,29.7,0,29-05-2002
514,60.7,57.3,89.3,5.7,29.6,0,30-05-2002
515,61.1,56.6,88.4,11.5,29.3,0,31-05-2002
516,68.2,49.3,54.9,12.5,29.3,0,01-06-2002
517,59.4,41.6,55.3,13,29.5,0,02-06-2002
518,52.4,38,59.1,6.3,29.8,0,03-06-2002
519,52.2,47,83.1,12.9,29.7,0,04-06-2002
520,55.5,53.9,94.7,4.5,28.8,0,05-06-2002
521,58.4,51.5,77.7,7.6,29.8,0,06-06-2002
522,57.9,47.4,69.4,5.8,29.9,0,07-06-2002
523,60.5,51.4,72,4.6,29.9,0,08-06-2002
524,65.6,58.1,77.8,3.6,29.8,0,09-06-2002
525,55.1,44.8,57.8,10.8,29.8,0,10-06-2002
526,65.2,58.4,78.7,8.7,29.5,0,11-06-2002
527,62.9,60.6,93,6.9,29.5,0,12-06-2002
528,62.3,57.6,85.9,5,29.6,0,13-06-2002
529,59,56.3,91.9,18.9,29.4,0,14-06-2002
530,57.1,56,96.8,4.4,29.3,0,15-06-2002
531,58.5,54.6,87.8,12.6,29.3,0,16-06-2002
532,62.2,51.5,67.8,13.8,29.6,0,17-06-2002
533,60.4,51.1,71.8,6.1,29.8,0,18-06-2002
534,62.8,52.3,68.7,9.4,30.1,0,19-06-2002
535,65.8,56.4,71.8,8.9,30.1,0,20-06-2002
536,69.8,64.4,84.3,6.7,30,0,21-06-2002
537,69.5,61.8,76.4,6,30,0,22-06-2002
538,71.8,63.6,77.5,6.7,29.8,0,23-06-2002
539,67,57.9,72.7,9.9,29.9,0,24-06-2002
540,67.9,58.2,72.2,3.8,29.8,0,25-06-2002
541,71,66.4,85.9,7.7,29.6,0,26-06-2002
542,70.5,65.9,86.7,8.9,29.4,0,27-06-2002
543,71.9,59.5,66.2,6.6,29.6,0,28-06-2002
544,71.4,60.6,69.5,5.8,29.8,0,29-06-2002
545,73.5,64.4,74.9,5.8,29.9,0,30-06-2002
546,73.5,67.8,83.1,5.2,29.8,0,01-07-2002
547,78,70.5,79,8.2,29.7,0,02-07-2002
548,78,69.8,76.6,9.2,29.6,0,03-07-2002
549,78.6,63.3,62.8,10.6,29.6,0,04-07-2002
550,68.8,52.8,57.1,11,29.9,0,05-07-2002
551,72.2,52.9,52.3,11,29.9,0,06-07-2002
552,69.1,55.7,63.1,9,29.9,0,07-07-2002
553,69.6,60.8,73.5,8.2,29.8,0,08-07-2002
554,69.5,64.3,84,4.6,29.6,0,09-07-2002
555,67.1,51.5,58,10.2,29.9,0,10-07-2002
556,66.6,50.3,56.8,7.1,29.9,0,11-07-2002
557,67,52.5,60.6,6.7,29.8,0,12-07-2002
558,70.2,55.3,60.3,4.9,29.7,0,13-07-2002
559,72.4,59.6,65.7,6.2,29.7,0,14-07-2002
560,75.8,62,63.3,8.5,29.6,0,15-07-2002
561,74.5,63.1,68.3,6,29.7,0,16-07-2002
562,79.4,65.9,66.1,10.3,29.7,0,17-07-2002
563,72.5,68.8,87.8,6.1,29.6,0,18-07-2002
564,65.8,57.4,69.4,7.2,29.6,0,19-07-2002
565,71.7,60.1,67.2,7.9,29.7,0,20-07-2002
566,73.2,66.9,80.6,5.7,29.7,0,21-07-2002
567,74.6,71.3,88.8,11.5,29.6,0,22-07-2002
568,71.8,64.8,80,8,29.7,0,23-07-2002
569,66.7,52.3,59.7,8.1,30,0,24-07-2002
570,68.2,58.6,71.9,9.8,29.9,0,25-07-2002
571,71.3,68.7,92.2,4.7,29.6,0,26-07-2002
572,69.7,69,97.3,4.4,29.6,0,27-07-2002
573,73.9,71.4,92.2,11.7,29.5,0,28-07-2002
574,75.8,71.8,87.4,8.3,29.5,0,29-07-2002
575,77.5,67.3,73,10.7,29.6,0,30-07-2002
576,75.6,68.5,78.7,6.7,29.6,0,31-07-2002
577,77.4,71.2,80.7,5.7,29.6,0,01-08-2002
578,78.1,68.7,73.7,8.2,29.7,0,02-08-2002
579,71.7,62.2,72.1,5.3,29.9,0,03-08-2002
580,73.2,66.9,80.7,3.8,29.8,0,04-08-2002
581,75.9,61.8,63.4,10.5,29.7,0,05-08-2002
582,65.5,50.2,58,12.6,29.9,0,06-08-2002
583,67.2,51.4,58.1,10,29.9,0,07-08-2002
584,68.2,53.2,59.3,7.8,30,0,08-08-2002
585,69.6,56.8,64.7,7.1,29.9,0,09-08-2002
586,72,59,64.5,4.8,29.8,0,10-08-2002
587,74.5,65.8,74.8,6.9,29.7,0,11-08-2002
588,75.9,68.6,78.8,7.8,29.7,0,12-08-2002
589,77.4,70.7,80.5,8,29.7,0,13-08-2002
590,75.3,70.8,84.7,9.3,29.6,0,14-08-2002
591,73.9,71,90.7,7.7,29.7,0,15-08-2002
592,75.5,70.8,85.6,11.8,29.7,0,16-08-2002
593,72.8,68.3,86.5,6.5,29.7,0,17-08-2002
594,73.7,61.5,68.9,11,29.6,0,18-08-2002
595,65.6,59.5,80.7,5.3,29.6,0,19-08-2002
596,67.6,58.6,74.1,7.5,29.8,0,20-08-2002
597,69.5,61,75.1,6.8,29.9,0,21-08-2002
598,72.4,68.7,87.8,10.1,29.7,0,22-08-2002
599,67.3,58.1,72.9,12.2,29.8,0,23-08-2002
600,71.3,59.9,67.8,7.6,29.6,0,24-08-2002
601,69.6,61,74.2,6.8,29.7,0,25-08-2002
602,71,61.3,72.1,6.1,29.7,0,26-08-2002
603,67.4,55.1,64.7,9.7,29.9,0,27-08-2002
604,66.8,57.9,73.1,17,30,0,28-08-2002
605,69.1,62.9,81.7,7.6,29.9,0,29-08-2002
606,68.3,59.5,74.5,4.2,30,0,30-08-2002
607,71,63.6,77.5,7.4,30.1,0,31-08-2002
608,71.7,62.6,73.1,9.5,30,0,01-09-2002
609,70.9,65,82.8,9.1,29.8,0,02-09-2002
610,76.3,66.4,73.1,10.6,29.6,0,03-09-2002
611,71.3,56.8,61.3,11.7,29.7,0,04-09-2002
612,68.2,54.4,62.1,8.6,29.9,0,05-09-2002
613,68.2,56,65.5,5.7,29.9,0,06-09-2002
614,71.5,64.8,79.5,7.2,29.9,0,07-09-2002
615,74,65.2,75.3,3.2,29.9,0,08-09-2002
616,75.7,67.6,76.8,2.6,29.8,0,09-09-2002
617,75.7,66,72.6,6.2,29.6,0,10-09-2002
618,65.2,51.1,61.7,19.9,29.5,0,11-09-2002
619,61,49,66,7.1,29.8,0,12-09-2002
620,70.8,56.8,61.9,12.3,29.7,0,13-09-2002
621,68.5,63.3,83.7,6.3,29.7,0,14-09-2002
622,66.5,64.2,92.5,3.9,29.7,0,15-09-2002
623,66,56.6,72.5,6.9,29.8,0,16-09-2002
624,65.9,54.3,66.8,5.8,29.8,0,17-09-2002
625,66.1,61.6,86,8,29.7,0,18-09-2002
626,72.5,67.4,84.4,7.1,29.6,0,19-09-2002
627,74.1,70.2,87,9.4,29.5,0,20-09-2002
628,70.9,66,85.8,13.9,29.6,0,21-09-2002
629,63.7,60.4,89.1,7.2,29.7,0,22-09-2002
630,59,48.8,71,8.4,29.9,0,23-09-2002
631,60.8,48.7,67,6.4,29.9,0,24-09-2002
632,58.5,49.9,74.2,6.5,30.1,0,25-09-2002
633,62.7,57.5,84.1,5.1,29.8,0,26-09-2002
634,61.3,58.3,91,11.8,29.5,0,27-09-2002
635,59.1,49.3,71.4,6.6,29.8,0,28-09-2002
636,62,55.7,79.5,5.1,29.9,0,29-09-2002
637,64.7,62.1,91.5,5.7,29.8,0,30-09-2002
638,69.6,64.4,83.8,11,29.7,0,01-10-2002
639,69.6,63.4,81.4,8.3,29.7,0,02-10-2002
640,59.3,53.5,81.7,11.9,29.8,0,03-10-2002
641,66.3,62.1,87.4,18.7,29.4,0,04-10-2002
642,62,49.7,64.8,19.2,29.6,0,05-10-2002
643,58.8,48.7,69.9,9.2,29.8,0,06-10-2002
644,56,41.7,63.5,19.2,29.7,0,07-10-2002
645,48.3,33.4,63.3,8.8,30,0,08-10-2002
646,54.5,47.5,77,7.3,29.9,0,09-10-2002
647,55,51.2,88,6.5,30,0,10-10-2002
648,56.9,54.8,92.5,14.1,29.9,0,11-10-2002
649,57.8,55.9,94.3,11.1,29.9,0,12-10-2002
650,56.5,46.3,80.5,11.6,29.8,0,13-10-2002
651,44.9,19.1,55.9,8,30.1,0,14-10-2002
652,51.3,42.8,72.9,9.2,29.7,0,15-10-2002
653,50.8,45.9,84.5,12,29.5,0,16-10-2002
654,44.2,31.9,63.9,11.6,29.6,0,17-10-2002
655,46.6,40,78.3,10.9,29.7,0,18-10-2002
656,52.1,47.5,84.8,17.7,29.5,0,19-10-2002
657,46,31.8,68.3,13.3,29.7,0,20-10-2002
658,44,16.6,61.7,7.3,29.9,0,21-10-2002
659,44,39,84,8.9,29.9,0,22-10-2002
660,38.8,28.1,72.1,9.9,30.1,0,23-10-2002
661,36.5,23.3,58.9,6.6,30.2,0,24-10-2002
662,43.7,28.4,67.2,16.1,30,0,25-10-2002
663,45.7,41,84.3,9.2,29.7,0,26-10-2002
664,46.5,35,70.3,14.2,29.8,0,27-10-2002
665,40.2,25.2,65.7,6.8,29.9,0,28-10-2002
666,38.3,24.7,66.1,14.9,29.9,0,29-10-2002
667,35.5,23.8,62.3,11.4,29.8,0,30-10-2002
668,40.7,31.1,75.7,11.2,29.8,0,31-10-2002
669,35.8,24.5,74,14.6,29.7,0,01-11-2002
670,36,25,74.5,13.3,29.7,0,02-11-2002
671,36.1,23.5,66.8,5.3,29.8,0,03-11-2002
672,43.5,22,67,12.6,29.7,0,04-11-2002
673,39.6,27.3,74.8,13.7,29,0,05-11-2002
674,40.5,31.2,81.6,11.1,29.4,0,06-11-2002
675,34.7,17.9,58.6,14.7,29.7,0,07-11-2002
676,50.8,44,76.9,19.9,29.5,0,08-11-2002
677,51,46.1,84.2,6.8,29.5,0,09-11-2002
678,54.9,52.9,93.6,6,29.2,0,10-11-2002
679,50.9,47.2,87.2,12,28.9,0,11-11-2002
680,43.7,17.3,69,6.7,29.9,0,12-11-2002
681,43.9,25.4,70.6,11.4,29.8,0,13-11-2002
682,47.1,42.9,84.5,12.3,29.6,0,14-11-2002
683,37.2,24.2,78,9.3,29.2,0,15-11-2002
684,26.7,18.5,72.8,14.4,29.9,0,16-11-2002
685,29.7,26.5,87.3,9.6,29,0,17-11-2002
686,35.8,26.7,72.7,13.1,29.7,0,18-11-2002
687,42.2,25.8,81.6,11.6,29.7,0,19-11-2002
688,45.2,40.3,83.2,8.4,29.8,0,20-11-2002
689,45.7,41.9,86.1,4.8,29.5,0,21-11-2002
690,37.7,29.7,78,18.7,29.4,0,22-11-2002
691,33.4,19.9,67.7,18.1,29.6,0,23-11-2002
692,40,21.6,70,12.7,29.8,0,24-11-2002
693,37.3,21.8,81,5.2,29.9,0,25-11-2002
694,32.4,21.5,65.1,9.6,30,0,26-11-2002
695,27.1,16.1,64.3,7.9,30,0,27-11-2002
696,30.9,20.2,65.3,17.9,29.7,0,28-11-2002
697,37.5,21.1,75.5,29.3,29.2,0,29-11-2002
698,33.8,20.8,72.8,18.1,29.1,0,30-11-2002
699,24.6,14.8,66.9,18.1,29.5,0,01-12-2002
700,21.8,8.3,56.7,15.6,29.7,0,02-12-2002
701,14.1,3.6,63.5,9.4,30.2,0,03-12-2002
702,24.7,15.3,67.7,11.5,30.2,0,04-12-2002
703,27.2,15.2,60.6,4.1,29.9,0,05-12-2002
704,27.6,16.7,64.3,20.9,29.8,0,06-12-2002
705,34.2,25.1,69.7,27.8,28.7,0,07-12-2002
706,26.8,15.6,63.6,17.3,29.9,0,08-12-2002
707,24.7,13,61.4,20.4,30.1,0,09-12-2002
708,32,20.7,62.7,17.2,29.9,0,10-12-2002
709,34.8,16.9,84,7.9,29.8,0,11-12-2002
710,37.6,22.5,87.5,6.7,29.9,0,12-12-2002
711,36.9,28,84.4,9.4,29.1,0,13-12-2002
712,37.7,6.7,79.3,14.5,29.4,0,14-12-2002
713,35.3,15.3,84.2,11.4,29.1,0,15-12-2002
714,22.6,15,72.8,16.6,29.6,0,16-12-2002
715,22.5,14.1,70.1,11.6,30.1,0,17-12-2002
716,34.2,20,65.6,14.2,30,0,18-12-2002
717,41.2,31.6,82.7,8,29.5,0,19-12-2002
718,39.8,33.2,86.1,16.2,29.1,0,20-12-2002
719,35.4,25.1,66.9,27.6,29.3,0,21-12-2002
720,35.5,24.7,65.3,22.2,29.4,0,22-12-2002
721,32.5,23.3,69.3,23.4,29,0,23-12-2002
722,32.6,20.6,62,11,29.7,0,24-12-2002
723,29.2,22.5,76.8,19.3,29.4,0,25-12-2002
724,31.9,22.3,68.1,13.5,29.8,0,26-12-2002
725,28.8,21.7,74.7,15.6,29.9,0,27-12-2002
726,30.7,24.5,78.8,16.6,29.7,0,28-12-2002
727,34.4,26,72.3,7.8,29.8,0,29-12-2002
728,37.6,31.8,84.9,10.8,29.7,0,30-12-2002
729,41.6,36.5,88.4,10.2,29.1,0,31-12-2002
730,30.8,17.3,58,12.7,29.8,0,01-01-2003
731,22,14.1,73.1,25.4,29.8,0,02-01-2003
732,30.5,27.6,89,16.4,29.7,0,03-01-2003
733,28.5,22.6,78.2,6.8,29.2,0,04-01-2003
734,28.1,21.1,74.9,2.8,29.8,0,05-01-2003
735,26.8,21.5,80.1,8.3,29.7,0,06-01-2003
736,27.2,22.3,81.4,20.2,29.4,0,07-01-2003
737,37,20.1,82.7,13.1,29,0,08-01-2003
738,32.4,24.5,86.9,12.3,29,0,09-01-2003
739,22.6,14.9,72.9,18.2,29.3,0,10-01-2003
740,23.8,15.5,71,28.2,29.6,0,11-01-2003
741,26,16.6,67.9,17.3,29.9,0,12-01-2003
742,23.8,12.3,61.4,23.5,29.6,0,13-01-2003
743,19.9,9.6,64.1,8.4,29.8,0,14-01-2003
744,20.9,12.3,69.6,17.7,29.9,0,15-01-2003
745,21.4,12.5,68.6,18.8,29.9,0,16-01-2003
746,10.6,-1,60.3,12.5,29.8,0,17-01-2003
747,18.9,9.7,67.4,24.5,29.7,0,18-01-2003
748,20.4,11.4,68.7,30.2,29.4,0,19-01-2003
749,15.9,2.5,56.3,19,29.6,0,20-01-2003
750,11.2,0.7,62.6,8.3,29.8,0,21-01-2003
751,7.4,-3.4,61.9,14.1,29.9,0,22-01-2003
752,3.7,-7.3,60.4,11.6,29.8,0,23-01-2003
753,15.1,4.8,64.1,14.8,30,0,24-01-2003
754,21.7,13.1,69.7,24.1,29.8,0,25-01-2003
755,20.6,12.6,72.4,16,29.8,0,26-01-2003
756,7.3,-4,59.9,10,30.2,0,27-01-2003
757,19.6,12.1,73,15,29.9,0,28-01-2003
758,23.9,15.5,71.8,9.2,29.9,0,29-01-2003
759,16.3,7.5,68.9,7.3,30.1,0,30-01-2003
760,26.8,21.3,79.9,7.1,29.9,0,31-01-2003
761,34.8,5.8,89.2,4.6,28.7,0,01-02-2003
762,35.5,27,71.8,8.8,28.9,0,02-02-2003
763,27.1,20,81.3,20.4,29.4,0,03-02-2003
764,33.6,27.6,80.3,23.6,29,0,04-02-2003
765,21.3,8.1,56.9,19.2,29.8,0,05-02-2003
766,27.2,16.7,64.5,18.8,29.9,0,06-02-2003
767,20.1,5.9,54.8,11.8,29.8,0,07-02-2003
768,21.9,10.3,61.7,27.6,29.7,0,08-02-2003
769,24.9,12.5,60,21.4,29.6,0,09-02-2003
770,24,14.7,67.9,19.4,29.4,0,10-02-2003
771,11.3,1.6,65.1,14.1,27.8,0,11-02-2003
772,15.5,2.7,57.6,23.2,29.6,0,12-02-2003
773,11.9,1.6,64.1,12.1,29.7,0,13-02-2003
774,14.2,1.9,58.4,8,29.9,0,14-02-2003
775,8.6,-9,44.9,12.2,30.3,0,15-02-2003
776,6.5,-2.4,67.1,19.4,30.4,0,16-02-2003
777,19.1,11.9,73.4,18.6,30,0,17-02-2003
778,27.1,20.1,75.8,10.9,29.8,0,18-02-2003
779,32.5,24.6,72.8,22.6,29.8,0,19-02-2003
780,31.6,21.4,65.7,16.1,29.9,0,20-02-2003
781,35.4,26,68.6,11.5,29.7,0,21-02-2003
782,33.5,26.8,77.6,15.1,29.2,0,22-02-2003
783,21.3,13.1,71,19.9,29.1,0,23-02-2003
784,16.5,8.2,70.1,6.9,29.9,0,24-02-2003
785,10.8,-1.6,57.8,8.1,30.2,0,25-02-2003
786,12.8,1.3,61,4.2,30.1,0,26-02-2003
787,21,12.4,69.5,8.6,29.9,0,27-02-2003
788,25,15.3,66.9,5.8,29.9,0,28-02-2003
789,29.5,21.7,73.3,5.1,29.8,0,01-03-2003
790,29.4,22.5,77.4,8.4,29.4,0,02-03-2003
791,0.8,-16.4,44.8,10.5,29.9,0,03-03-2003
792,27.2,20.1,75.7,8.5,29.6,0,04-03-2003
793,25.5,18.4,76.5,11.4,29.5,0,05-03-2003
794,18.7,4.7,55,8.4,29.8,0,06-03-2003
795,24.3,13.1,62.4,8.1,29.9,0,07-03-2003
796,33.6,25.9,74.7,9.1,29.5,0,08-03-2003
797,15.7,2.6,56.1,18.2,29.7,0,09-03-2003
798,11.2,-2.2,55.3,17.8,29.8,0,10-03-2003
799,24.2,12.1,60.3,20.5,29.7,0,11-03-2003
800,31.1,20.9,66.5,12.3,29.7,0,12-03-2003
801,23.5,7.5,51.1,11.7,30,0,13-03-2003
802,25.4,10.7,53.8,5.4,30.1,0,14-03-2003
803,32,23.4,70.8,6.4,29.8,0,15-03-2003
804,34.8,27.3,74.2,4.6,29.7,0,16-03-2003
805,39.5,26.9,79.7,3.8,29.5,0,17-03-2003
806,42.4,28.8,65,9.8,29.7,0,18-03-2003
807,35.3,19.8,54,25.8,29.9,0,19-03-2003
808,37.6,27.9,85.8,12.1,29.6,0,20-03-2003
809,38.4,36.7,92.9,7.8,29.4,0,21-03-2003
810,38.2,26.7,85.8,6.7,28.9,0,22-03-2003
811,39.6,15.5,76.2,9.6,29.7,0,23-03-2003
812,37.8,23.1,77.5,5.1,29.7,0,24-03-2003
813,42.5,31.8,77.8,4.8,29.5,0,25-03-2003
814,44.2,25.2,52.4,9.8,29.7,0,26-03-2003
815,39.1,26.5,61.5,7.3,29.8,0,27-03-2003
816,43.7,32.7,68.2,16.2,29.6,0,28-03-2003
817,43.3,35.7,76.9,14.9,29,0,29-03-2003
818,31.7,15.9,52.3,13.1,29.8,0,30-03-2003
819,28.7,16.5,61.4,13.8,29.7,0,31-03-2003
820,31.1,21.9,69.8,10.4,28.7,0,01-04-2003
821,35.9,27.9,74.2,13.4,29.7,0,02-04-2003
822,29.4,22.4,74.3,17.7,29.8,0,03-04-2003
823,26.9,17.4,68.2,24.3,29.7,0,04-04-2003
824,30.4,23.1,74,18.6,29.4,0,05-04-2003
825,24.2,11.3,57.5,8.1,30.2,0,06-04-2003
826,28.1,17.9,65.8,30.5,30.2,0,07-04-2003
827,29.5,21.6,72,19.4,30.1,0,08-04-2003
828,32.4,22.4,67.3,6.8,30,0,09-04-2003
829,31.4,25.4,78.9,3.3,30,0,10-04-2003
830,38.9,26.8,62.4,5.9,29.7,0,11-04-2003
831,45,27.3,53.9,12.5,29.6,0,12-04-2003
832,38.4,19.6,46.9,7.7,30,0,13-04-2003
833,42.7,18.5,56.8,4.1,29.9,0,14-04-2003
834,50.9,36.8,58.8,10.6,29.6,0,15-04-2003
835,44.1,30.8,60.1,13.9,29.8,0,16-04-2003
836,34,15.3,46.7,29.4,30,0,17-04-2003
837,41.7,26.6,69.2,13,29.9,0,18-04-2003
838,46.6,38,72.5,11.5,30,0,19-04-2003
839,51.4,45.1,80.7,12.9,28.5,0,20-04-2003
840,50.3,46.2,87.2,5.8,28.7,0,21-04-2003
841,41.9,34.5,76.6,11.9,28.7,0,22-04-2003
842,36.3,21.3,55.3,15.2,28.7,0,23-04-2003
843,42.5,21.7,45.6,7.4,29.8,0,24-04-2003
844,42.9,26.3,52.3,9.8,29.6,0,25-04-2003
845,47.8,18.3,47,7.8,29.6,0,26-04-2003
846,44.9,21,51.8,10.3,29.7,0,27-04-2003
847,50.7,33,57.1,12.5,29.6,0,28-04-2003
848,49.2,20.2,52.5,9.8,29.7,0,29-04-2003
849,45.4,20.9,56.8,9.8,29.8,0,30-04-2003
850,49.3,41.3,76.7,8.6,28.5,0,01-05-2003
851,49.7,42.9,77.7,8.6,29.6,0,02-05-2003
852,46.7,25.9,49.1,9.8,29.9,0,03-05-2003
853,48.6,18.9,51.5,8.1,29.9,0,04-05-2003
854,44.8,36.1,78.8,20.4,29.1,0,05-05-2003
855,45.3,40.3,83.8,12.8,29.5,0,06-05-2003
856,49.6,43.9,80.3,5.2,29,0,07-05-2003
857,52.6,41.2,71,4.9,29.7,0,08-05-2003
858,52.2,33.4,53.1,9.8,29.7,0,09-05-2003
859,52.4,38.3,59.5,18.8,29.5,0,10-05-2003
860,50.9,44,78.9,15.8,29.2,0,11-05-2003
861,48.9,41.8,76.1,19.5,29.1,0,12-05-2003
862,48.6,38.3,68.9,13.5,28.8,0,13-05-2003
863,50.7,39.7,66.4,6.9,29.7,0,14-05-2003
864,49.2,41.3,74.1,16.1,29.8,0,15-05-2003
865,46.7,43.6,87.1,23.5,29.9,0,16-05-2003
866,49.6,43,77.8,16.2,30,0,17-05-2003
867,54.8,43,65.5,13,30,0,18-05-2003
868,55.8,39,54.1,11.8,30,0,19-05-2003
869,51.2,45.7,81.9,6.4,29.8,0,20-05-2003
870,48.4,28,58,11,30,0,21-05-2003
871,51.8,25.3,47.3,11.2,30,0,22-05-2003
872,52.5,40.7,65.2,17.2,29.8,0,23-05-2003
873,48.4,44.9,86.8,12.6,28.3,0,24-05-2003
874,48,43.4,83.8,6.3,29.2,0,25-05-2003
875,54,45,71.7,4.2,29.7,0,26-05-2003
876,52.7,45.9,77.6,4.4,29.8,0,27-05-2003
877,54.4,47.5,78.1,7.2,29.6,0,28-05-2003
878,50.6,44,65.8,6.9,29.3,0,29-05-2003
879,59.8,47.6,65.2,7.3,29.4,0,30-05-2003
880,57.1,49.9,77.4,11.5,29.4,0,31-05-2003
881,54.4,29.6,48.7,14.6,29.6,0,01-06-2003
882,58.7,40.8,52.8,8.3,29.7,0,02-06-2003
883,54.6,34,52,6.8,29.7,0,03-06-2003
884,53,46.9,81.2,21,29.6,0,04-06-2003
885,51.8,50.1,94.8,8.3,28.3,0,05-06-2003
886,55.9,50.5,83.3,6.5,29.7,0,06-06-2003
887,55.8,53.6,91.7,10.8,29.6,0,07-06-2003
888,55.9,54.8,96.2,9.4,29.4,0,08-06-2003
889,57.1,52.4,85.1,14.2,29.4,0,09-06-2003
890,54.4,50.5,86.8,9.6,29.6,0,10-06-2003
891,60.1,54.4,83.1,9,29.5,0,11-06-2003
892,57.5,53.5,85.8,16.6,29.7,0,12-06-2003
893,56.4,55.1,96,13,29.5,0,13-06-2003
894,61,58,90.8,3.6,28.3,0,14-06-2003
895,63.7,55.1,74.3,5.4,29.8,0,15-06-2003
896,59.4,50.2,71.3,10.1,29.9,0,16-06-2003
897,60.7,53.7,78.1,9.4,29.8,0,17-06-2003
898,63.1,58.8,86.6,6.3,29.6,0,18-06-2003
899,63.8,55.8,76.5,11.2,29.6,0,19-06-2003
900,61,49.6,66.2,7.7,29.8,0,20-06-2003
901,63.5,53,68.5,5.2,29.7,0,21-06-2003
902,72.1,52.4,52.8,8.7,29.6,0,22-06-2003
903,70.9,53.6,55.1,8.3,29.6,0,23-06-2003
904,69.3,59,70.8,6.2,29.7,0,24-06-2003
905,71,62.9,75.5,5.8,29.7,0,25-06-2003
906,69.3,62.5,78.7,9.6,29.5,0,26-06-2003
907,66.2,57.7,75.1,12.2,29.6,0,27-06-2003
908,64.9,55.9,73.6,5,29.7,0,28-06-2003
909,64.5,58.9,82,6.7,29.7,0,29-06-2003
910,63.9,56.1,76.8,6.8,29.8,0,30-06-2003
911,66.6,58.1,74.9,4.1,29.8,0,01-07-2003
912,67.2,60.1,79.1,4.4,29.6,0,02-07-2003
913,69.4,62,78.4,6,29.5,0,03-07-2003
914,70.7,64,78.8,5.6,29.5,0,04-07-2003
915,65.5,61.8,88.3,8.8,29.5,0,05-07-2003
916,70.5,60.1,71.5,5.7,29.6,0,06-07-2003
917,67.2,63.8,89.1,3,29.6,0,07-07-2003
918,69,61.5,79.2,7.2,29.6,0,08-07-2003
919,65.8,56.9,73.5,4.7,28.8,0,09-07-2003
920,63.5,58,82.7,12.6,29.6,0,10-07-2003
921,63.5,61.2,92.2,9.8,29.3,0,11-07-2003
922,60.6,55.6,84.2,16.6,29.5,0,12-07-2003
923,57.7,52.2,82.9,5.9,29.8,0,13-07-2003
924,64.7,56.9,76.5,3.6,29.9,0,14-07-2003
925,65.2,60.4,84.6,7,29.6,0,15-07-2003
926,63.3,58.4,84.7,10.3,29.6,0,16-07-2003
927,63.5,56,78.5,8.5,29.8,0,17-07-2003
928,67.1,55.5,67,7.2,29.7,0,18-07-2003
929,64.6,51.3,63.8,8.4,29.7,0,19-07-2003
930,61.2,55.3,81.3,4,29.6,0,20-07-2003
931,62.3,59.6,91.3,6.3,29.4,0,21-07-2003
